frame_0000000000: [0, 0]
frame_0000004194: [0, 0]
frame_0000004195: [0, 0]
frame_0000004196: [0, 0]
frame_0000004197: [0, 0]
frame_0000004198: [1, 0]
frame_0000004199: [1, 0]
frame_0000004200: [1, 0]
frame_0000004201: [0, 0]
frame_0000004202: [0, 0]
frame_0000004203: [0, 0]
frame_0000004204: [0, 0]
frame_0000004205: [0, 0]
frame_0000004206: [0, 0]
frame_0000004207: [0, 0]
frame_0000004208: [0, 0]
frame_0000004209: [0, 0]
frame_0000004210: [0, 0]
frame_0000004211: [0, 0]
frame_0000004212: [0, 0]
frame_0000004213: [0, 0]
frame_0000004214: [0, 0]
frame_0000004215: [0, 0]
frame_0000004216: [0, 0]
frame_0000004217: [0, 0]
frame_0000004218: [0, 0]
frame_0000004219: [0, 0]
frame_0000004220: [0, 0]
frame_0000004221: [0, 0]
frame_0000004222: [0, 0]
frame_0000004223: [0, 0]
frame_0000004224: [0, 0]
frame_0000004225: [0, 0]
frame_0000004226: [0, 0]
frame_0000004227: [0, 0]
frame_0000004228: [0, 0]
frame_0000004229: [0, 0]
frame_0000004230: [0, 0]
frame_0000004231: [0, 0]
frame_0000004232: [0, 0]
frame_0000004233: [0, 0]
frame_0000004234: [0, 0]
frame_0000004235: [0, 0]
frame_0000004236: [1, 0]
frame_0000004237: [1, 0]
frame_0000004238: [0, 0]
frame_0000004239: [0, 0]
frame_0000004240: [0, 0]
frame_0000004241: [0, 0]
frame_0000004242: [0, 0]
frame_0000004243: [0, 0]
frame_0000004244: [0, 0]
frame_0000004245: [0, 0]
frame_0000004246: [0, 0]
frame_0000004247: [0, 0]
frame_0000004248: [0, 0]
frame_0000004249: [0, 0]
frame_0000004250: [0, 0]
frame_0000004251: [0, 0]
frame_0000004252: [0, 0]
frame_0000004253: [0, 0]
frame_0000004254: [0, 0]
frame_0000004255: [0, 0]
frame_0000004256: [0, 0]
frame_0000004257: [0, 0]
frame_0000004258: [0, 0]
frame_0000004259: [0, 0]
frame_0000004260: [0, 0]
frame_0000004261: [0, 0]
frame_0000004262: [1, 0]
frame_0000004263: [1, 0]
frame_0000004264: [0, 0]
frame_0000004265: [0, 0]
frame_0000004266: [0, 0]
frame_0000004267: [0, 0]
frame_0000004268: [0, 0]
frame_0000004269: [0, 0]
frame_0000004270: [0, 0]
frame_0000004271: [0, 0]
frame_0000004272: [0, 0]
frame_0000004273: [0, 0]
frame_0000004274: [0, 0]
frame_0000004275: [0, 0]
frame_0000004276: [0, 0]
frame_0000004277: [0, 0]
frame_0000004278: [0, 0]
frame_0000004279: [0, 0]
frame_0000004280: [0, 0]
frame_0000004281: [0, 0]
frame_0000004282: [0, 0]
frame_0000004283: [0, 0]
frame_0000004284: [0, 0]
frame_0000004285: [0, 0]
frame_0000004286: [0, 0]
frame_0000004287: [0, 0]
frame_0000004288: [0, 0]
frame_0000004289: [0, 0]
frame_0000004290: [0, 0]
frame_0000004291: [0, 0]
frame_0000004292: [0, 0]
frame_0000004293: [0, 0]
frame_0000004294: [0, 0]
frame_0000004295: [0, 0]
frame_0000004296: [1, 0]
frame_0000004297: [0, 0]
frame_0000004298: [0, 0]
frame_0000004299: [0, 0]
frame_0000004300: [0, 0]
frame_0000004301: [0, 0]
frame_0000004302: [0, 0]
frame_0000004303: [0, 0]
frame_0000004304: [0, 0]
frame_0000004305: [0, 0]
frame_0000004306: [0, 0]
frame_0000004307: [0, 0]
frame_0000004308: [0, 0]
frame_0000004309: [0, 0]
frame_0000004310: [0, 0]
frame_0000004311: [0, 0]
frame_0000004312: [0, 0]
frame_0000004313: [0, 0]
frame_0000004314: [0, 0]
frame_0000004315: [0, 0]
frame_0000004316: [0, 0]
frame_0000004317: [0, 0]
frame_0000004318: [0, 0]
frame_0000004319: [0, 0]
frame_0000004320: [0, 0]
frame_0000004321: [0, 0]
frame_0000004322: [0, 0]
frame_0000004323: [0, 0]
frame_0000004324: [0, 0]
frame_0000004325: [0, 0]
frame_0000004326: [0, 0]
frame_0000004327: [0, 0]
frame_0000004328: [0, 0]
frame_0000004329: [0, 0]
frame_0000004330: [0, 0]
frame_0000004331: [0, 0]
frame_0000004332: [0, 0]
frame_0000004333: [0, 0]
frame_0000004334: [0, 0]
frame_0000004335: [0, 0]
frame_0000004336: [0, 0]
frame_0000004337: [0, 0]
frame_0000004338: [0, 0]
frame_0000004339: [0, 0]
frame_0000004340: [0, 0]
frame_0000004341: [0, 0]
frame_0000004342: [0, 0]
frame_0000004343: [1, 0]
frame_0000004344: [1, 0]
frame_0000004345: [0, 0]
frame_0000004346: [0, 0]
frame_0000004347: [0, 0]
frame_0000004348: [0, 0]
frame_0000004349: [0, 0]
frame_0000004350: [0, 0]
frame_0000004351: [0, 0]
frame_0000004352: [0, 0]
frame_0000004353: [0, 0]
frame_0000004354: [0, 0]
frame_0000004355: [0, 0]
frame_0000004356: [0, 0]
frame_0000004357: [0, 0]
frame_0000004358: [0, 0]
frame_0000004359: [0, 0]
frame_0000004360: [0, 1]
frame_0000004361: [0, 1]
frame_0000004362: [0, 1]
frame_0000004363: [0, 1]
frame_0000004364: [0, 1]
frame_0000004365: [0, 1]
frame_0000004366: [0, 1]
frame_0000004367: [0, 1]
frame_0000004368: [0, 1]
frame_0000004369: [0, 1]
frame_0000004370: [0, 1]
frame_0000004371: [0, 0]
frame_0000004372: [0, 0]
frame_0000004373: [0, 0]
frame_0000004374: [0, 0]
frame_0000004375: [0, 0]
frame_0000004376: [0, 0]
frame_0000004377: [0, 0]
frame_0000004378: [0, 0]
frame_0000004379: [0, 0]
frame_0000004380: [0, 0]
frame_0000004381: [0, 0]
frame_0000004382: [0, 0]
frame_0000004383: [0, 0]
frame_0000004384: [0, 0]
frame_0000004385: [0, 0]
frame_0000004386: [0, 0]
frame_0000004387: [0, 1]
frame_0000004388: [0, 1]
frame_0000004389: [0, 1]
frame_0000004390: [0, 1]
frame_0000004391: [0, 1]
frame_0000004392: [0, 1]
frame_0000004393: [0, 1]
frame_0000004394: [0, 1]
frame_0000004395: [0, 0]
frame_0000004396: [0, 0]
frame_0000004397: [0, 0]
frame_0000004398: [0, 0]
frame_0000004399: [0, 0]
frame_0000004400: [0, 0]
frame_0000004401: [0, 0]
frame_0000004402: [0, 0]
frame_0000004403: [0, 0]
frame_0000004404: [0, 0]
frame_0000004405: [0, 0]
frame_0000004406: [0, 0]
frame_0000004407: [0, 0]
frame_0000004408: [0, 0]
frame_0000004409: [0, 0]
frame_0000004410: [0, 0]
frame_0000004411: [0, 0]
frame_0000004412: [0, 0]
frame_0000004413: [1, 0]
frame_0000004414: [1, 0]
frame_0000004415: [0, 0]
frame_0000004416: [0, 0]
frame_0000004417: [0, 0]
frame_0000004418: [0, 0]
frame_0000004419: [0, 0]
frame_0000004420: [0, 0]
frame_0000004421: [0, 0]
frame_0000004422: [0, 0]
frame_0000004423: [0, 0]
frame_0000004424: [0, 0]
frame_0000004425: [0, 0]
frame_0000004426: [0, 0]
frame_0000004427: [0, 0]
frame_0000004428: [0, 0]
frame_0000004429: [0, 0]
frame_0000004430: [0, 0]
frame_0000004431: [0, 0]
frame_0000004432: [0, 0]
frame_0000004433: [0, 0]
frame_0000004434: [0, 0]
frame_0000004435: [0, 0]
frame_0000004436: [0, 0]
frame_0000004437: [0, 0]
frame_0000004438: [0, 0]
frame_0000004439: [0, 0]
frame_0000004440: [0, 0]
frame_0000004441: [0, 0]
frame_0000004442: [0, 0]
frame_0000004443: [0, 0]
frame_0000004444: [0, 0]
frame_0000004445: [0, 0]
frame_0000004446: [0, 0]
frame_0000004447: [1, 0]
frame_0000004448: [1, 0]
frame_0000004449: [1, 0]
frame_0000004450: [1, 0]
frame_0000004451: [1, 0]
frame_0000004452: [1, 0]
frame_0000004453: [1, 0]
frame_0000004454: [1, 0]
frame_0000004455: [1, 0]
frame_0000004456: [1, 0]
frame_0000004457: [1, 0]
frame_0000004458: [1, 0]
frame_0000004459: [1, 0]
frame_0000004460: [1, 0]
frame_0000004461: [0, 0]
frame_0000004462: [0, 0]
frame_0000004463: [0, 0]
frame_0000004464: [0, 0]
frame_0000004465: [0, 0]
frame_0000004466: [0, 0]
frame_0000004467: [0, 0]
frame_0000004468: [0, 0]
frame_0000004469: [0, 0]
frame_0000004470: [0, 0]
frame_0000004471: [0, 0]
frame_0000004472: [1, 0]
frame_0000004473: [0, 0]
frame_0000004474: [0, 0]
frame_0000004475: [0, 0]
frame_0000004476: [0, 0]
frame_0000004477: [0, 0]
frame_0000004478: [0, 0]
frame_0000004479: [0, 0]
frame_0000004480: [0, 0]
frame_0000004481: [0, 0]
frame_0000004482: [0, 0]
frame_0000004483: [0, 0]
frame_0000004484: [0, 0]
frame_0000004485: [0, 0]
frame_0000004486: [0, 0]
frame_0000004487: [0, 0]
frame_0000004488: [0, 0]
frame_0000004489: [1, 0]
frame_0000004490: [1, 0]
frame_0000004491: [0, 0]
frame_0000004492: [0, 0]
frame_0000004493: [0, 0]
frame_0000004494: [0, 0]
frame_0000004495: [0, 0]
frame_0000004496: [0, 0]
frame_0000004497: [0, 0]
frame_0000004498: [0, 0]
frame_0000004499: [0, 0]
frame_0000004500: [0, 0]
frame_0000004501: [0, 0]
frame_0000004502: [0, 0]
frame_0000004503: [0, 0]
frame_0000004504: [0, 0]
frame_0000004505: [0, 0]
frame_0000004506: [0, 0]
frame_0000004507: [0, 0]
frame_0000004508: [0, 0]
frame_0000004509: [0, 0]
frame_0000004510: [0, 0]
frame_0000004511: [0, 0]
frame_0000004512: [0, 0]
frame_0000004513: [0, 0]
frame_0000004514: [0, 0]
frame_0000004515: [0, 0]
frame_0000004516: [0, 0]
frame_0000004517: [0, 0]
frame_0000004518: [0, 0]
frame_0000004519: [0, 0]
frame_0000004520: [0, 0]
frame_0000004521: [0, 0]
frame_0000004522: [0, 0]
frame_0000004523: [0, 0]
frame_0000004524: [0, 0]
frame_0000004525: [0, 0]
frame_0000004526: [0, 0]
frame_0000004527: [0, 0]
frame_0000004528: [0, 0]
frame_0000004529: [0, 0]
frame_0000004530: [0, 0]
frame_0000004531: [0, 0]
frame_0000004532: [1, 0]
frame_0000004533: [1, 0]
frame_0000004534: [0, 0]
frame_0000004535: [0, 0]
frame_0000004536: [0, 0]
frame_0000004537: [0, 0]
frame_0000004538: [0, 0]
frame_0000004539: [0, 0]
frame_0000004540: [0, 0]
frame_0000004541: [0, 0]
frame_0000004542: [0, 0]
frame_0000004543: [0, 0]
frame_0000004544: [0, 0]
frame_0000004545: [0, 0]
frame_0000004546: [0, 0]
frame_0000004547: [0, 0]
frame_0000004548: [0, 0]
frame_0000004549: [0, 0]
frame_0000004550: [0, 0]
frame_0000004551: [0, 0]
frame_0000004552: [0, 0]
frame_0000004553: [0, 0]
frame_0000004554: [0, 0]
frame_0000004555: [1, 0]
frame_0000004556: [1, 0]
frame_0000004557: [0, 0]
frame_0000004558: [0, 0]
frame_0000004559: [0, 0]
frame_0000004560: [0, 0]
frame_0000004561: [0, 0]
frame_0000004562: [0, 0]
frame_0000004563: [0, 0]
frame_0000004564: [0, 0]
frame_0000004565: [0, 0]
frame_0000004566: [0, 0]
frame_0000004567: [0, 0]
frame_0000004568: [0, 0]
frame_0000004569: [0, 0]
frame_0000004570: [0, 0]
frame_0000004571: [0, 0]
frame_0000004572: [0, 0]
frame_0000004573: [0, 0]
frame_0000004574: [0, 0]
frame_0000004575: [0, 0]
frame_0000004576: [0, 0]
frame_0000004577: [0, 0]
frame_0000004578: [0, 0]
frame_0000004579: [0, 0]
frame_0000004580: [0, 0]
frame_0000004581: [1, 0]
frame_0000004582: [1, 0]
frame_0000004583: [0, 0]
frame_0000004584: [0, 0]
frame_0000004585: [0, 0]
frame_0000004586: [0, 0]
frame_0000004587: [0, 0]
frame_0000004588: [0, 0]
frame_0000004589: [0, 0]
frame_0000004590: [0, 0]
frame_0000004591: [0, 0]
frame_0000004592: [0, 0]
frame_0000004593: [0, 0]
frame_0000004594: [0, 0]
frame_0000004595: [0, 0]
frame_0000004596: [0, 0]
frame_0000004597: [0, 0]
frame_0000004598: [0, 0]
frame_0000004599: [0, 0]
frame_0000004600: [0, 0]
frame_0000004601: [0, 0]
frame_0000004602: [1, 0]
frame_0000004603: [1, 0]
frame_0000004604: [0, 0]
frame_0000004605: [0, 0]
frame_0000004606: [0, 0]
frame_0000004607: [0, 0]
frame_0000004608: [0, 0]
frame_0000004609: [0, 0]
frame_0000004610: [0, 0]
frame_0000004611: [0, 0]
frame_0000004612: [0, 0]
frame_0000004613: [0, 0]
frame_0000004614: [0, 0]
frame_0000004615: [0, 0]
frame_0000004616: [0, 0]
frame_0000004617: [0, 0]
frame_0000004618: [1, 0]
frame_0000004619: [1, 0]
frame_0000004620: [1, 0]
frame_0000004621: [1, 0]
frame_0000004622: [1, 0]
frame_0000004623: [1, 0]
frame_0000004624: [0, 0]
frame_0000004625: [0, 0]
frame_0000004626: [0, 0]
frame_0000004627: [0, 0]
frame_0000004628: [0, 0]
frame_0000004629: [0, 0]
frame_0000004630: [0, 0]
frame_0000004631: [0, 0]
frame_0000004632: [0, 0]
frame_0000004633: [0, 0]
frame_0000004634: [0, 0]
frame_0000004635: [0, 0]
frame_0000004636: [0, 0]
frame_0000004637: [0, 0]
frame_0000004638: [0, 0]
frame_0000004639: [0, 0]
frame_0000004640: [0, 0]
frame_0000004641: [0, 0]
frame_0000004642: [0, 0]
frame_0000004643: [0, 0]
frame_0000004644: [0, 0]
frame_0000004645: [0, 0]
frame_0000004646: [1, 0]
frame_0000004647: [1, 0]
frame_0000004648: [1, 0]
frame_0000004649: [0, 0]
frame_0000004650: [0, 0]
frame_0000004651: [0, 0]
frame_0000004652: [0, 0]
frame_0000004653: [0, 0]
frame_0000004654: [0, 0]
frame_0000004655: [0, 0]
frame_0000004656: [0, 0]
frame_0000004657: [0, 0]
frame_0000004658: [0, 0]
frame_0000004659: [0, 0]
frame_0000004660: [0, 0]
frame_0000004661: [0, 0]
frame_0000004662: [0, 0]
frame_0000004663: [0, 0]
frame_0000004664: [0, 0]
frame_0000004665: [0, 0]
frame_0000004666: [0, 0]
frame_0000004667: [0, 0]
frame_0000004668: [0, 0]
frame_0000004669: [0, 0]
frame_0000004670: [0, 0]
frame_0000004671: [0, 0]
frame_0000004672: [0, 0]
frame_0000004673: [0, 0]
frame_0000004674: [0, 0]
frame_0000004675: [0, 0]
frame_0000004676: [0, 0]
frame_0000004677: [0, 0]
frame_0000004678: [0, 0]
frame_0000004679: [0, 0]
frame_0000004680: [1, 0]
frame_0000004681: [1, 0]
frame_0000004682: [1, 0]
frame_0000004683: [1, 0]
frame_0000004684: [0, 0]
frame_0000004685: [0, 0]
frame_0000004686: [0, 0]
frame_0000004687: [0, 0]
frame_0000004688: [0, 0]
frame_0000004689: [0, 0]
frame_0000004690: [0, 0]
frame_0000004691: [0, 0]
frame_0000004692: [0, 0]
frame_0000004693: [0, 0]
frame_0000004694: [0, 0]
frame_0000004695: [0, 0]
frame_0000004696: [0, 0]
frame_0000004697: [0, 0]
frame_0000004698: [0, 0]
frame_0000004699: [0, 0]
frame_0000004700: [0, 0]
frame_0000004701: [0, 0]
frame_0000004702: [0, 0]
frame_0000004703: [0, 0]
frame_0000004704: [0, 0]
frame_0000004705: [0, 0]
frame_0000004706: [0, 0]
frame_0000004707: [0, 0]
frame_0000004708: [0, 0]
frame_0000004709: [0, 0]
frame_0000004710: [0, 0]
frame_0000004711: [0, 0]
frame_0000004712: [0, 0]
frame_0000004713: [0, 0]
frame_0000004714: [0, 0]
frame_0000004715: [0, 0]
frame_0000004716: [0, 0]
frame_0000004717: [0, 0]
frame_0000004718: [0, 0]
frame_0000004719: [1, 0]
frame_0000004720: [1, 0]
frame_0000004721: [1, 0]
frame_0000004722: [1, 0]
frame_0000004723: [1, 0]
frame_0000004724: [1, 0]
frame_0000004725: [1, 0]
frame_0000004726: [1, 0]
frame_0000004727: [0, 0]
frame_0000004728: [0, 0]
frame_0000004729: [0, 0]
frame_0000004730: [0, 0]
frame_0000004731: [0, 0]
frame_0000004732: [0, 0]
frame_0000004733: [0, 0]
frame_0000004734: [0, 0]
frame_0000004735: [0, 0]
frame_0000004736: [0, 0]
frame_0000004737: [0, 0]
frame_0000004738: [0, 0]
frame_0000004739: [0, 0]
frame_0000004740: [0, 0]
frame_0000004741: [0, 0]
frame_0000004742: [0, 0]
frame_0000004743: [0, 0]
frame_0000004744: [0, 0]
frame_0000004745: [1, 0]
frame_0000004746: [1, 0]
frame_0000004747: [1, 0]
frame_0000004748: [1, 0]
frame_0000004749: [1, 0]
frame_0000004750: [0, 0]
frame_0000004751: [0, 0]
frame_0000004752: [0, 0]
frame_0000004753: [0, 0]
frame_0000004754: [0, 0]
frame_0000004755: [0, 0]
frame_0000004756: [0, 0]
frame_0000004757: [0, 0]
frame_0000004758: [0, 0]
frame_0000004759: [0, 0]
frame_0000004760: [0, 0]
frame_0000004761: [0, 0]
frame_0000004762: [0, 0]
frame_0000004763: [0, 0]
frame_0000004764: [0, 0]
frame_0000004765: [0, 0]
frame_0000004766: [0, 0]
frame_0000004767: [0, 0]
frame_0000004768: [0, 0]
frame_0000004769: [0, 0]
frame_0000004770: [1, 0]
frame_0000004771: [1, 0]
frame_0000004772: [1, 0]
frame_0000004773: [1, 0]
frame_0000004774: [1, 0]
frame_0000004775: [1, 0]
frame_0000004776: [1, 0]
frame_0000004777: [1, 0]
frame_0000004778: [0, 0]
frame_0000004779: [0, 0]
frame_0000004780: [0, 0]
frame_0000004781: [0, 0]
frame_0000004782: [0, 0]
frame_0000004783: [0, 0]
frame_0000004784: [0, 0]
frame_0000004785: [0, 0]
frame_0000004786: [0, 0]
frame_0000004787: [0, 0]
frame_0000004788: [0, 0]
frame_0000004789: [0, 0]
frame_0000004790: [0, 0]
frame_0000004791: [0, 0]
frame_0000004792: [0, 0]
frame_0000004793: [0, 0]
frame_0000004794: [0, 0]
frame_0000004795: [0, 0]
frame_0000004796: [0, 0]
frame_0000004797: [1, 0]
frame_0000004798: [1, 0]
frame_0000004799: [1, 0]
frame_0000004800: [1, 0]
frame_0000004801: [1, 0]
frame_0000004802: [1, 0]
frame_0000004803: [1, 0]
frame_0000004804: [1, 0]
frame_0000004805: [0, 0]
frame_0000004806: [0, 0]
frame_0000004807: [0, 0]
frame_0000004808: [0, 0]
frame_0000004809: [0, 0]
frame_0000004810: [0, 0]
frame_0000004811: [0, 0]
frame_0000004812: [0, 0]
frame_0000004813: [0, 0]
frame_0000004814: [0, 0]
frame_0000004815: [0, 0]
frame_0000004816: [0, 0]
frame_0000004817: [0, 0]
frame_0000004818: [1, 0]
frame_0000004819: [1, 0]
frame_0000004820: [1, 0]
frame_0000004821: [1, 0]
frame_0000004822: [1, 0]
frame_0000004823: [0, 0]
frame_0000004824: [0, 0]
frame_0000004825: [0, 0]
frame_0000004826: [0, 0]
frame_0000004827: [0, 0]
frame_0000004828: [0, 0]
frame_0000004829: [0, 0]
frame_0000004830: [0, 0]
frame_0000004831: [0, 0]
frame_0000004832: [0, 0]
frame_0000004833: [0, 0]
frame_0000004834: [0, 0]
frame_0000004835: [0, 0]
frame_0000004836: [0, 0]
frame_0000004837: [0, 0]
frame_0000004838: [0, 0]
frame_0000004839: [0, 0]
frame_0000004840: [0, 0]
frame_0000004841: [0, 0]
frame_0000004842: [0, 0]
frame_0000004843: [0, 0]
frame_0000004844: [0, 0]
frame_0000004845: [0, 0]
frame_0000004846: [0, 0]
frame_0000004847: [0, 0]
frame_0000004848: [1, 0]
frame_0000004849: [1, 0]
frame_0000004850: [1, 0]
frame_0000004851: [1, 0]
frame_0000004852: [1, 0]
frame_0000004853: [1, 0]
frame_0000004854: [1, 0]
frame_0000004855: [1, 0]
frame_0000004856: [1, 0]
frame_0000004857: [1, 0]
frame_0000004858: [1, 0]
frame_0000004859: [1, 0]
frame_0000004860: [0, 0]
frame_0000004861: [0, 0]
frame_0000004862: [0, 0]
frame_0000004863: [0, 0]
frame_0000004864: [0, 0]
frame_0000004865: [0, 0]
frame_0000004866: [0, 0]
frame_0000004867: [0, 0]
frame_0000004868: [0, 0]
frame_0000004869: [0, 0]
frame_0000004870: [0, 0]
frame_0000004871: [0, 0]
frame_0000004872: [0, 0]
frame_0000004873: [0, 0]
frame_0000004874: [0, 0]
frame_0000004875: [0, 0]
frame_0000004876: [0, 0]
frame_0000004877: [0, 0]
frame_0000004878: [0, 0]
frame_0000004879: [0, 0]
frame_0000004880: [0, 0]
frame_0000004881: [0, 0]
frame_0000004882: [0, 0]
frame_0000004883: [1, 0]
frame_0000004884: [1, 0]
frame_0000004885: [1, 0]
frame_0000004886: [1, 0]
frame_0000004887: [0, 0]
frame_0000004888: [0, 0]
frame_0000004889: [0, 0]
frame_0000004890: [0, 0]
frame_0000004891: [0, 0]
frame_0000004892: [0, 0]
frame_0000004893: [0, 0]
frame_0000004894: [0, 0]
frame_0000004895: [0, 0]
frame_0000004896: [0, 0]
frame_0000004897: [0, 0]
frame_0000004898: [0, 0]
frame_0000004899: [0, 0]
frame_0000004900: [0, 0]
frame_0000004901: [0, 0]
frame_0000004902: [0, 0]
frame_0000004903: [0, 0]
frame_0000004904: [0, 0]
frame_0000004905: [0, 0]
frame_0000004906: [0, 0]
frame_0000004907: [0, 0]
frame_0000004908: [1, 0]
frame_0000004909: [1, 0]
frame_0000004910: [0, 0]
frame_0000004911: [0, 0]
frame_0000004912: [0, 0]
frame_0000004913: [0, 0]
frame_0000004914: [0, 0]
frame_0000004915: [0, 0]
frame_0000004916: [0, 0]
frame_0000004917: [0, 0]
frame_0000004918: [0, 0]
frame_0000004919: [0, 0]
frame_0000004920: [0, 0]
frame_0000004921: [0, 0]
frame_0000004922: [0, 0]
frame_0000004923: [0, 0]
frame_0000004924: [0, 0]
frame_0000004925: [1, 0]
frame_0000004926: [1, 0]
frame_0000004927: [1, 0]
frame_0000004928: [1, 0]
frame_0000004929: [1, 0]
frame_0000004930: [1, 0]
frame_0000004931: [1, 0]
frame_0000004932: [1, 0]
frame_0000004933: [1, 0]
frame_0000004934: [0, 0]
frame_0000004935: [0, 0]
frame_0000004936: [0, 0]
frame_0000004937: [0, 0]
frame_0000004938: [0, 0]
frame_0000004939: [0, 0]
frame_0000004940: [0, 0]
frame_0000004941: [0, 0]
frame_0000004942: [0, 0]
frame_0000004943: [0, 0]
frame_0000004944: [0, 0]
frame_0000004945: [0, 0]
frame_0000004946: [0, 0]
frame_0000004947: [0, 0]
frame_0000004948: [0, 0]
frame_0000004949: [0, 0]
frame_0000004950: [0, 0]
frame_0000004951: [0, 0]
frame_0000004952: [0, 0]
frame_0000004953: [0, 0]
frame_0000004954: [0, 0]
frame_0000004955: [0, 0]
frame_0000004956: [0, 0]
frame_0000004957: [1, 0]
frame_0000004958: [1, 0]
frame_0000004959: [1, 0]
frame_0000004960: [1, 0]
frame_0000004961: [1, 0]
frame_0000004962: [1, 0]
frame_0000004963: [1, 0]
frame_0000004964: [0, 0]
frame_0000004965: [0, 0]
frame_0000004966: [0, 0]
frame_0000004967: [0, 0]
frame_0000004968: [0, 0]
frame_0000004969: [0, 0]
frame_0000004970: [0, 0]
frame_0000004971: [0, 0]
frame_0000004972: [0, 0]
frame_0000004973: [0, 0]
frame_0000004974: [0, 0]
frame_0000004975: [0, 0]
frame_0000004976: [0, 0]
frame_0000004977: [0, 0]
frame_0000004978: [0, 0]
frame_0000004979: [0, 0]
frame_0000004980: [0, 0]
frame_0000004981: [0, 0]
frame_0000004982: [0, 0]
frame_0000004983: [0, 0]
frame_0000004984: [0, 0]
frame_0000004985: [0, 0]
frame_0000004986: [0, 0]
frame_0000004987: [0, 0]
frame_0000004988: [0, 0]
frame_0000004989: [0, 0]
frame_0000004990: [0, 0]
frame_0000004991: [0, 0]
frame_0000004992: [0, 0]
frame_0000004993: [0, 0]
frame_0000004994: [0, 0]
frame_0000004995: [1, 0]
frame_0000004996: [1, 0]
frame_0000004997: [1, 0]
frame_0000004998: [1, 0]
frame_0000004999: [1, 0]
frame_0000005000: [0, 0]
frame_0000005001: [0, 0]
frame_0000005002: [0, 0]
frame_0000005003: [0, 0]
frame_0000005004: [0, 0]
frame_0000005005: [0, 0]
frame_0000005006: [0, 0]
frame_0000005007: [0, 0]
frame_0000005008: [0, 0]
frame_0000005009: [0, 0]
frame_0000005010: [0, 0]
frame_0000005011: [0, 0]
frame_0000005012: [0, 0]
frame_0000005013: [0, 0]
frame_0000005014: [0, 0]
frame_0000005015: [0, 0]
frame_0000005016: [0, 0]
frame_0000005017: [0, 0]
frame_0000005018: [0, 0]
frame_0000005019: [0, 0]
frame_0000005020: [0, 0]
frame_0000005021: [0, 0]
frame_0000005022: [0, 0]
frame_0000005023: [0, 0]
frame_0000005024: [0, 0]
frame_0000005025: [0, 0]
frame_0000005026: [0, 0]
frame_0000005027: [0, 0]
frame_0000005028: [0, 0]
frame_0000005029: [0, 0]
frame_0000005030: [0, 0]
frame_0000005031: [0, 0]
frame_0000005032: [0, 0]
frame_0000005033: [0, 0]
frame_0000005034: [0, 0]
frame_0000005035: [0, 0]
frame_0000005036: [1, 0]
frame_0000005037: [1, 0]
frame_0000005038: [1, 0]
frame_0000005039: [0, 0]
frame_0000005040: [0, 0]
frame_0000005041: [0, 0]
frame_0000005042: [0, 0]
frame_0000005043: [0, 0]
frame_0000005044: [0, 0]
frame_0000005045: [0, 0]
frame_0000005046: [0, 0]
frame_0000005047: [0, 0]
frame_0000005048: [0, 0]
frame_0000005049: [0, 0]
frame_0000005050: [0, 0]
frame_0000005051: [0, 0]
frame_0000005052: [0, 0]
frame_0000005053: [1, 0]
frame_0000005054: [1, 0]
frame_0000005055: [1, 0]
frame_0000005056: [1, 0]
frame_0000005057: [1, 0]
frame_0000005058: [1, 0]
frame_0000005059: [1, 0]
frame_0000005060: [1, 0]
frame_0000005061: [1, 0]
frame_0000005062: [0, 0]
frame_0000005063: [0, 0]
frame_0000005064: [0, 0]
frame_0000005065: [0, 0]
frame_0000005066: [0, 0]
frame_0000005067: [0, 0]
frame_0000005068: [0, 0]
frame_0000005069: [0, 0]
frame_0000005070: [0, 0]
frame_0000005071: [0, 0]
frame_0000005072: [0, 0]
frame_0000005073: [0, 0]
frame_0000005074: [0, 0]
frame_0000005075: [0, 0]
frame_0000005076: [1, 0]
frame_0000005077: [1, 0]
frame_0000005078: [0, 0]
frame_0000005079: [0, 0]
frame_0000005080: [0, 0]
frame_0000005081: [0, 0]
frame_0000005082: [0, 0]
frame_0000005083: [0, 0]
frame_0000005084: [0, 0]
frame_0000005085: [0, 0]
frame_0000005086: [0, 0]
frame_0000005087: [0, 0]
frame_0000005088: [0, 0]
frame_0000005089: [0, 0]
frame_0000005090: [0, 0]
frame_0000005091: [0, 0]
frame_0000005092: [1, 0]
frame_0000005093: [1, 0]
frame_0000005094: [1, 0]
frame_0000005095: [0, 0]
frame_0000005096: [0, 0]
frame_0000005097: [0, 0]
frame_0000005098: [0, 0]
frame_0000005099: [0, 0]
frame_0000005100: [0, 0]
frame_0000005101: [0, 0]
frame_0000005102: [0, 0]
frame_0000005103: [0, 0]
frame_0000005104: [0, 0]
frame_0000005105: [0, 0]
frame_0000005106: [0, 0]
frame_0000005107: [0, 0]
frame_0000005108: [0, 0]
frame_0000005109: [0, 0]
frame_0000005110: [0, 0]
frame_0000005111: [0, 0]
frame_0000005112: [0, 0]
frame_0000005113: [0, 0]
frame_0000005114: [0, 0]
frame_0000005115: [0, 0]
frame_0000005116: [0, 0]
frame_0000005117: [0, 0]
frame_0000005118: [0, 0]
frame_0000005119: [0, 0]
frame_0000005120: [0, 0]
frame_0000005121: [0, 0]
frame_0000005122: [0, 0]
frame_0000005123: [0, 0]
frame_0000005124: [0, 0]
frame_0000005125: [0, 0]
